filename,abstract,top1,top2,top3
file-43,"Nathaniel Jones and Marisol Morales, tenants on rent strike at 1050 Carroll Pl. in the South Bronx.
COVID had shut down New York, dislodging the 54-year-old Bronx resident from her job at a Brooklyn restaurant where she cooked meals from her native Panama.
Morales shares a two-bedroom apartment at 1050 Carroll Pl., a large brick 1920s building on a dead-end block within walking distance of Yankee Stadium, with her daughter; her two sons are in the U.S. armed forces.
With April 1 looming, Morales realized she had two options: pay her portion of the rent or spend that money on food and electricity.
They’re among thousands of tenants across New York City and other U.S. metropolitan areas who’ve pursued rent strikes, an age-old bargaining tactic, during the pandemic.
Back in January, more than two dozen Carroll Place residents sued their landlord over mold, broken locks, and other problems with help from TakeRoot Justice, a legal services and advocacy organization, and the grassroots group Community Action for Safe Apartments.
“We didn’t really have a choice,” says Lopez, who’s 39 and has lived in the building for 15 years.
“If we don’t have any money for food, we need to focus on that before we can even think about rent,” Lopez says.
But it didn’t prevent the accumulation of rent debt, causing tenants like 37-year-old Ana Mejia to fret about their long-term prospects.
“We have very, very little money,” says Mejia, a mother of three who along with her husband stopped paying the $2,024 monthly rent for their three-bedroom apartment after they were laid off as line cooks.
“The immediate people at first, here in the Bronx, they weren’t family, but they were very close to me—friends of 10, 15, 20 years,” says Diaz.
One measure would suspend tenants’ rent obligations and small landlords’ mortgage obligations until 90 days after the state’s COVID emergency ends; another would stop evictions and foreclosures for a year following the emergency.
In the meantime, New York landlords can still sue tenants for missed rent, which could lead to money judgments, garnished wages, and reduced credit scores.
Even a recently enacted New York state “safe harbor” law, which offers tenants a legal defense against eviction and was separate from the state’s eviction ban, requires those with rent arrears to prove they suffered economic hardship from the pandemic.
New York Gov. Andrew Cuomo has just expanded that law to cover tenants subject to pre-pandemic eviction warrants, but only until January.
Ronald Whitaker, one of the tenants who sued the landlord for repairs and has participated in the rent strike.
Housing activists say that if people are on the hook for rents they can’t pay, a tsunami of new eviction filings will roll in, and these could harm tenants for life.
Since 2017, marshals have executed seven evictions at Carroll Place, according to the New York City Department of Investigation.
His rent for a one-bedroom apartment is about $950 a month, and he became active in the tenant association last year over concerns about water damage and mold.
“That’s why I’m in the rent strike with my fellow tenants,” he adds, “because I know I’m not the only person going through problems in this building.” (Jones’ apartment eventually received repairs with which he was satisfied.)
At a tenant association meeting in May, a large majority of members voted to endorse a formal rent strike beginning June 1.
That prompted the landlord, a Brooklyn-based limited liability company called Carroll Place Associates LLC, and its managing member, Yechiel Weinberger, to engage in negotiations.
Through an attorney, he declined to talk but issued a statement saying his company has worked “diligently to inspect and repair conditions alleged by tenants” and substantially renovated some apartments.
Tenant Gavino Lopez says the rent strike is about more than the clash with the management.
“If not everyone participates, it’s harder for those who are participating,” says Dulce Infante, a public school secretary who’s lived at Carroll Place for 19 years.
Over the summer, as New York’s COVID caseload slowed and the city began to reopen, the tenants’ rent strike kept going.
“One of our [association] meetings, it wasn’t just about the repairs and the landlord, it was more of ‘how can we help each other during the pandemic?’ ” says Dulce Infante, a 37-year-old resident who’s lived at Carroll Place since 2001.
The 36-year-old construction worker and his wife, who cleans banks, hadn’t been able to pay the $1,400 monthly rent for their two-bedroom apartment since he was laid off in April, and the manager was asking when they would pay up.
“It’s an intimidation tactic to say he came and did repairs and this is why I need to pay.” With a hearing in the tenants’ housing case approaching in early August, some reported receiving door knocks about rent.
This was the first time the tenants voiced their demands about rent relief and the management directly to Weinberger.
COVID Didn’t Destroy New York City.
Some started receiving 14-day rent demands—also called “pay or quit” notices—from the landlord, which often portend eviction cases.","('rent', 0.3979620605949233)","('tenants', 0.37281264670226893)","('carroll', 0.25455306749529694)"
file-44,"The gem show is such a big deal, in fact, that there aren’t enough hotel rooms in Tucson to accommodate everyone who comes to town for it, which makes the gem show a yearly windfall for people like Berger, who make money by renting out property on Airbnb.
Berger has been an Airbnb host for a few years now.
At the beginning of 2020, Berger had three Airbnb properties in Tucson, all of them single-unit dwellings.
“We wanted to close and get it furnished right before the gem show,” Berger says.
And by March 13, when President Donald Trump declared the COVID-19 crisis a full-fledged national emergency, Kelly Berger’s Airbnb business had completely collapsed.
As Airbnb has grown to dominate the world of short-term vacation rentals, people have become more familiar with the platform and thus more demanding about what they expect from their rentals.
They want a house that’s a blank slate with hotel amenities and no trace that anyone has ever actually lived there.
These days, if you stick around as an Airbnb host, chances are you do so because you’ve chosen to make it your business.
And if you’ve chosen to make short-term vacation rentals your business, you can’t not be on Airbnb.
But Airbnb remains the most popular platform for both hosts and guests.
The promise of Airbnb for travelers was that it would give them unique lodging experiences for less than they might pay at a hotel.
The promise for hosts was that they could be their own boss by renting out their existing assets on this platform whenever they felt like it.
“It was like I was a captain of a ship, and it was a nice ship and it was really sunny, and all of a sudden a torpedo hit the side of the ship, and we lost the vast majority of our business,” Airbnb co-founder Brian Chesky said back in June.
Many Airbnb hosts felt betrayed by a critical decision the platform made about its long-standing cancellation policy.
With certain exceptions for extenuating circumstances, Airbnb had always let its hosts set their own terms of cancellation.
Some hosts allowed travelers to cancel with a full refund up until 24 hours before check-in.
More than ever before, Airbnb had to choose between the hosts who list on its platform and the guests who book there.
“I was furious at the decision,” says Berger.
The decision prevented a PR disaster for the company, and it cost Airbnb a lot of money.","('airbnb', 0.6260190145000109)","('hosts', 0.3130095072500054)","('berger', 0.18780570435000324)"
file-45,"Last week, Caster Semenya lost her appeal of a rule by World Athletics (the governing body for international track and field) that established a testosterone limit for certain women in certain events.
In 2007, she won the women’s 50–54 age group at the USA Track and Field Club Cross Country Championships, but age and gender-graded performance standards continued to show that Harper was similarly competitive against women after testosterone suppression as she had been before it against men.
Harper believes that, absent medical intervention, Caster Semenya should not be allowed to compete in the women’s 800 meters.
She testified for World Athletics in the Court of Arbitration for Sport, or CAS, hearings that upheld the testosterone regulation.
In the Court of Arbitration for Sport hearings, Tucker was an expert witness for Athletics South Africa, which argued, along with Semenya’s team, to throw out the World Athletics testosterone rule.
Both Harper and Tucker believe that the female classification in sport is important to maintain and that there should be some criteria for entry into it that protects the integrity of women’s competition.
Part of the challenge is that women like Semenya with differences of sex development, or DSDs, sometimes have testosterone in the typical male range, or that falls between the typical male and female ranges.
Given that those classifications exist, they need to have some meaning, and there needs to be some dividing line between them.) When Harper and Tucker testified for opposite sides in the Semenya proceedings, it was regarding the research that World Athletics relied upon to create its particular testosterone rule.
Harper supported World Athletics and later wrote that “the verdict is congruent with my belief that both inclusion and meaningful sport for all women are important.”
It’s important to understand that the World Athletics rule doesn’t set a testosterone limit for all female competitors.
The rule only forces them to lower their testosterone levels if they want to compete against women in the 400, 800, and 1,500 meters.
Those are the events, World Athletics says, in which testosterone levels and performance, combined with other evidence—like the historical overrepresentation of women with DSDs in the 400, 800, and 1,500—suggest the clearest testosterone-linked advantage.
If Semenya opts to lower her testosterone, she can compete against women in those events.
But the World Athletics research also shows an advantage for women with elevated testosterone levels in the hammer throw and pole vault.
In a paper that Harper co-authored, researchers wrote that World Athletics may not have included the hammer and pole vault because athletes with DSDs have not been as significantly overrepresented on the Olympic medal stand as they have been in the other events.
It also suggests that World Athletics realizes it is not drawing some bright line between men and women for all sports.
On the other hand, it’s an awkward fit with the idea that testosterone is the primary driver of the male advantage in all events, and with the pretty consistent 10 percent performance gap between the fastest men and the fastest women at all distances.
World Athletics has argued that, as it pertains to the 800, Semenya has all the physiological advantages of a male runner.
(Her times in the event wouldn’t be nearly world class for a man, but they would be good enough for her to compete on a men’s college team.) I think it’s good for athletes, sports fans, and society to have fair women’s competition at the elite level.
If Semenya wants to try to defend her Olympic title, she would have to undergo testosterone suppression for no medical reason.
Harper and Tucker may soon be on different sides of another legal battle in sports, about transgender athletes in rugby.
Based on that report, World Rugby just proposed banning transgender women from women’s competition.
Harper and Tucker—and I—all think that having guidelines in Olympic sports and the NCAA that require athletes transitioning from male to female to undergo testosterone suppression (if they want to compete in the women’s category) is reasonable.
Harper has floated the idea of allowing transgender girls who have not undergone testosterone suppression to compete against girls in high school track but not at the state championship level.
Last week, Harper explained to me, “I think that in most—but not all—matters, we should use gender identity to divide people into male and female categories.”
I think Harper and Tucker must be comfortable with it too, which is why they can take positions in track and rugby that might look contradictory from the outside.","('testosterone', 0.4743910068129645)","('harper', 0.3672704568874564)","('athletics', 0.2754528426655923)"
file-46,"Job growth slowed drastically in September, the Bureau of Labor Statistics reported, as employers added just 661,000 workers to their payrolls, less than half the number they hired the month before.
After its rapid early stages, in which shuttered businesses first began to reopen and millions of Americans got back to the grind, the country’s big rebound is pretty clearly losing momentum.
Someone absolutely hellbent on finding optimistic news in this jobs report might point to the unemployment rate, which did fall from 8.4 to 7.9 percent.
The government only counts people as “unemployed” if they are both out of a job and searching for work.
But at this point, many Americans have been sidelined entirely from the job market.
The overall share of Americans with a job was nearly flat in September.
Some of that may be due to the fact that small businesses have burned through the aid that Congress passed in the spring; the Paycheck Protection Program was only designed to last for about two months, after all, and we are way, way past that point.
The weekly $600 federal unemployment benefits that kept many families financially stable through the first several months of the crisis expired at the end of July.
Now that recovery is clearly running low on juice, the White House and Senate Republicans might feel more pressure to strike a deal with Democrats for more aid, and get people the help they need to make the next few months bearable.","('recovery', 0.20008527723320682)","('americans', 0.16516290372880182)","('businesses', 0.14216012435661554)"
file-47,"After 95 days inside the NBA’s Walt Disney World pandemic bubble, the Los Angeles Lakers are leaving as champions.
Their 106-93 Game 6 win over the Miami Heat on Sunday was one of the more lopsided affairs in recent Finals memory, and it was all but over before they entered the locker room with a 28-point lead at halftime.
The Lakers had been the bigger, healthier, and more talented team all series, but Miami—and Jimmy Butler, in particular—deserve credit for staving off the inevitable by playing some legitimately inspiring basketball over six games.
The Lakers had the good sense to save their best defensive performance of the bubble for this series-clinching win.
Anthony Davis has been a monster on the defense end, another block on Kendrick Nunn#LakeShow pic.twitter.com/iX5pvir2Yl— LakeShow Highlights (@LA_HighLights24) October 12, 2020
It’s only appropriate that a thoroughly weird Lakers team would win the oddest season on record.
Of course Caruso had a game-high plus-minus of +20 in 32 minutes.
The Lakers remained the protagonists of a tumultuous 2020 NBA season.
LeBron James had the kind of game we’ve come to expect from him, which is to say a performance that defies belief.
LEBRON NOT DONE YET 🤯 pic.twitter.com/rUE80uXqGl— SportsCenter (@SportsCenter) October 12, 2020
The future is as uncertain today as it was the day the Lakers stepped onto the Walt Disney World campus, and the coronavirus pandemic continues to rage throughout the country with little sign of stopping.
The biggest difference the team is likely to notice as they exit the bubble is that they now have an NBA title to their names.
The Lakers’ performance on Sunday made it seem as if the ending to this truly unpredictable season was a foregone conclusion.","('walt', 0.1449794962672354)","('lakers', 0.1303607789536639)","('season', 0.12470272402942138)"
file-48,"Cubs superfan Ronnie “Woo-Woo” Wickers outside Wrigley Field on Wednesday.
After a weird, truncated regular season in which their most notable accomplishment was having none of their players contract COVID-19, the Chicago Cubs made the MLB playoffs for the fifth time in the past six years.
In normal times, I would have been inside Wrigley Field for the first game of their series against the Miami Marlins, roaming the aisles as a beer vendor.
And so, on Wednesday, I went to see what it’d be like to follow a playoff game from the streets outside Wrigley Field.
On game days, Wrigleyville is usually thronged with people in Cubs gear, with each new arrival of the elevated train disgorging hundreds of new fans.
After 20 seasons of vending at Wrigley Field and a lifetime of going to games there, the sights and sounds of the neighborhood are imprinted on my mind.
Going to a game is in part an act of reconnecting with my own memories, and the fixtures of Wrigleyville are living avatars of those memories: the ruddy-faced scalper who circles the neighborhood on his bicycle, muttering “Who needs two?”; the independent peanut vendor who implores fans to “get ’em on the OUT-side, you’ll save MON-ey”; the hydrant outside the firehouse on Waveland, which the firefighters rig up as a makeshift water fountain.
The ballhawks were there, as usual: about a dozen middle-aged men with folding chairs and baseball gloves on the street beyond the left field bleachers, waiting to snag any home runs that flew out of the park.
There were a few other fans, too, mostly on the rooftops of the apartment buildings on Waveland and Sheffield avenues, which offer bird’s-eye views inside the stadium below.
On one roof, a guy gamely banged a cowbell until he lost interest and stopped.
At the corner of Addison and Sheffield, outside the Sports Corner bar, merchandise vendor Byron Yablon stood muttering to himself as Van Halen’s “Jump” wafted from the stadium.
The Cubs used to play this song before every single game, until one of their relief pitchers begged them to stop.
“They’ve been playing a lot of the old stuff this year,” Yablon said.
Yablon has been selling gear at Wrigley for 23 years.
In all that time he’d missed only a handful of games.
You got 600 people on the rooftops in a stadium that seats 40,000.
It felt like time to start drinking, so I stopped into Murphy’s Bleachers.
At a corner table, three bros pounded light beer and paid no attention to the game.
I moved on to Lucky Dorr, a newish bar on the ground floor of a Cubs office building on Waveland, where a dozen people sat watching the game on television.
Outside the Addison L stop, Clark Street Sports was boarded up, and the neighboring ticket brokerage had a “no trespassing” sign on the door.
This almost feels normal, I thought, before I left the bar, lest he come and lean on me.
Back in 2003, the last time the Cubs played the Marlins in the playoffs, Wrigleyville was coursing with excitement.
The stadium was packed for every game of that National League Championship Series, and the fans who couldn’t get inside filled the bars and streets.
In Game 6, a foul ball in the left field boxes resulted in the most famous act of fan interference in baseball history.
Fears of COVID-19 surely kept people away from Wrigley Field on Wednesday.
This year, baseball felt like a simulacrum, the season happening in places we’d been before but that were now just out of reach.
The games were broadcast from the uncanny valley, with all the people that give live baseball its warmth and character—fans in the seats, vendors in the stands—disappeared.
The Cubs were playing in a kind of fantasy Chicago, one that might as well have been built on a sound stage on another planet.","('cubs', 0.4482702071722844)","('wrigley', 0.20919276334706602)","('yablon', 0.17930808286891373)"
file-49,"This article is excerpted from She Come by It Natural: Dolly Parton and the Women Who Lived Her Songs by Sarah Smarsh.
Excerpted with permission by Scribner, a Division of Simon & Schuster, Inc. The fourth of 12 siblings, Dolly Parton was born on a small farm in 1946; her father, Lee, paid the doctor a bag of grain for the delivery.
Of her many hits, Parton has described that tribute to her mother, Avie Lee, as the one most special to her.
She says she got her musical talent from that side of her family, whom she describes as “dreamers.” During Parton’s childhood, radios, record players, and electricity hadn’t yet reached the rural poor, and they entertained themselves in their own homes with old ways passed down from European country peasantry.
In one hit from her early career, “Applejack,” which she has said portrays a composite of real people, she tells of visiting a mountain-music man who gifted her his banjo when he died—a bit of Africa that had reached East Tennessee over the centuries.
While Parton’s musicianship and mentorship came from her mother’s family, her business acumen, she says, came from her father—a tenderhearted lifelong laborer who didn’t learn to read and write but nonetheless was savvy with a horse trade and could stretch a bit of money a long way.
That production stripped away the razzle-dazzle of backup bands and big sets featured on so many of her tours, putting Parton on a mostly bare stage with three backup musicians and a few cascades of white fabric.
At one point during the performance, Parton climbed a few steps to sit on a white platform described as a front porch but that turned out to be an elevated position for communing with heaven.
Before singing “Smoky Mountain Memories,” her 1978 song about poor workers drawn north during the midcentury factory boom, she paid tribute to her father’s hard work, economic decisions, and commitment to his family.
One imagines Parton, who told the crowd her family had running water “if we ran and got it,” absorbed her wit and natural poetry from her mother’s language.
“It wasn’t any of this, ‘please be my darling wife.’ Sheeeeit,” she said, and we both cracked up—not at our own family’s misfortunes but at the delusions of women who got a sentimental proposal and a big diamond before they spent a lifetime pushing a vacuum.
That darkness in a woman’s voice, plain stories of hell on Earth sung by women who have little to carry them forward but faith, is the divine feminine of American roots music.
“Little Sparrow,” from her 2001 album by the same name, blends the bluegrass, folk, and country gospel sounds of her native home and is sung in the voice of a jilted, devastated woman warning young girls to “never trust the hearts of men.” As haunting as the melody is, Parton—who is given to undercutting serious moments with an endearing bit of nervous humor—sets it up with a joke onstage: “I call it my little sad-ass song.”
Parton says you can’t be from where she’s from and not like woeful melodies.
But Parton insists that, in practice, her home was so rich in love that every material poverty was mitigated.
After the moving tribute to her musical mother and industrious father, at another stop on the same tour—in Austin, Texas—Parton made her way down the steps of the “porch” before it was wheeled offstage.
While the fast beat pulsed and one of her band members played another banjo, Parton tapped the air with her bow like a conductor.
Right before her solo, she pointed the bow at the cowboy and said in time with the rhythm, “You dance.” The sexy cowboy hooked his thumbs into the belt loops of his tight jeans and kicked up his heels in place while she fiddled, and the crowd roared.
Parton spends more time than the average performer onstage deferring to others with what, by all known accounts, is a sincere humility—praising the crowd, thanking her own band, honoring her family and her roots.
Sex was the third formative pillar of her life alongside music and religion, Parton said in her 1994 autobiography, My Life and Other Unfinished Business.
In that space of music, sex, and God, Parton wrote, she experienced a spiritual epiphany that “it was all right for me to be a sexual being.” Indeed, she has described herself as having been hormonally precocious both inside and out.
When her mother suggested she’d been possessed, Parton told her to give credit where it was due—not to Satan but to Dolly herself.
What women who didn’t grow up on a farm might miss is that, where Parton was from, this common act of female adolescent rebellion wasn’t just about attracting boys.
“[Glamorous women in magazines] didn’t look as if men and boys could just put their hands on them anytime they felt like it, and with any degree of roughness they chose.
My family’s poverty was nothing like Parton’s, but it was enough that I knew shame.
For women in poverty, though, it is not just a song but a way of life, not just a performance but a necessity.
As with Loretta Lynn, Tammy Wynette, Patsy Cline, and so many female country performers before and since, Parton’s music expresses this.
She Come by It Natural: Dolly Parton and the Women Who Lived Her Songs","('her', 0.5100219991823355)","('parton', 0.31925485724458214)","('she', 0.21985534323854844)"
file-50,"Like a lot of South American children, I grew up reading Mafalda comics.
Starring a group of little kids, the Argentine strip about the anxieties and misunderstandings of childhood was like Peanuts meets Calvin and Hobbes, then crossed with Doonesbury.
The comic offered plenty of sharp jokes about the world as kids see it, but with a twist: Mafalda was a politically passionate child.
This wasn’t that far-fetched: Quino and his wife relocated to Milan during the dictatorship, but the Argentine publishers of the Mafalda books and other children’s books were detained by the military government and spent a few months in prison for “indoctrinating” children.
Sad because the creator of those lovably pessimistic kindergartners was a Seussian moral force in South America, and strange because he ended the comic so long ago that it was a little surprising to learn he was still alive.
In Quino’s hands, the strip became, among other things, a time capsule of Argentine life during that particular decade: There is a statue of Mafalda on the street in the Buenos Aires neighborhood of San Telmo where she lived.
The building she occupied with her family—they lived in apartment E—has a plaque on it that says, “Mafalda Lived Here.” But despite its rootedness in a specific place and time, it’s also been a formative influence for several subsequent generations of children, partly because its multiple meanings accrue as those children grow up.
Many kids (like me) missed the full force of the jokes until they reread the comics and saw what they were saying about political problems or adult concerns.
I didn’t think it was that funny when Mafalda named her pet turtle Bureaucracy, called for it, and spent several panels waiting for it to arrive.
When a friend of Mafalda’s named Libertad tells Mafalda that her family’s last chicken was written by Sartre, I didn’t understand the setup.
Libertad, a comically tiny girl who sourly invites new acquaintances to get their jokes about her name out of their system, is a kind of parody of an intellectual’s disorganized, fiercely idealistic, and slightly impoverished life.
Mafalda herself is always sorting the people she observes into social categories or walks of life (“To what sector of democracy do cats belong?” she wonders in one panel), and her friend group reflects a similar interest in how different people approach the world.
They’re best-sellers.” “Best-sellers are books, man!” Felipe says.
Terrified of repeating whatever mistakes brought her to this pass, Mafalda frequently (and a little cruelly) asks her mother what she did to end up this way.
As for Mafalda, she likes playing, but there’s a geopolitical tilt to her games and observations.
I didn’t know what I was reading when I first started reading Mafalda.
It may say something about us that a comic set in 1960s Argentina feels more relevant today than it did when I first read it.","('mafalda', 0.481312466945878)","('her', 0.28790209488217905)","('comic', 0.19252498677835117)"
file-52,"Amelie Bea Smith as Flora, Benjamin Evan Ainsworth as Miles, and T’Nia Miller as Hannah in The Haunting of Bly Manor.
Like The Haunting of Hill House before it, The Haunting of Bly Manor hinges on a fifth episode that casts everything we’ve seen in a different light and reframes the series for its second half.
But where Hill House’s “The Bent-Neck Lady” revealed that one of the story’s core characters had effectively been haunting herself, traveling through time in a futile attempt to warn herself of her impending death, Bly Manor’s “The Altar of the Dead” reveals that the Gothic mansion’s housekeeper, Hannah Grose (T’Nia Miller), is already dead when the story starts.
At the end of “The Altar of the Dead,” Hannah is pushed into a well by 10-year-old Miles (Benjamin Evan Ainsworth), the haunted scion of Bly Manor’s late lord and lady.
Because the series’s first four episodes hop backward and forward in time, it’s easy to overlook the way it avoids having Hannah physically interact with the other characters.
(There are several other figures who won’t be introduced until the series’s penultimate episode, which finally reveals the tragic backstory of the house’s faceless big bad, the Lady in the Lake.) But there among them is a doll that clearly represents Hannah Grose, in the red sweater and green skirt she’s wearing when we meet her, the clothes that still adorn the body at the bottom of the well.
Bly Manor, like Hill House, uses its flashback-heavy early episodes to flesh out its major characters, so when “The Altar of the Dead” starts showing us pieces of Hannah’s previous life, it feels as if we’re in for more of the same.
In the kitchen, Hannah is wearing red again—a blouse this time instead of a sweater, but virtually the same color as the outfit she died in—and when Owen walks in, she seems confused, like an actor who’s lost her place in the script.
The rest of the episode moves her through time as if she’s physically traversing it, the way the bravura long take in Hill House’s “Two Storms” moved seamlessly from a funeral home in the present to a haunted mansion decades past.
Like the episodes before it, “The Altar of the Dead” fills in its central character’s backstory, but unlike those, it never leaves the grounds of Bly Manor.
The Haunting of Hill House was at heart a story about childhood trauma, and at its core Bly Manor is about regret.
Although the series quickly departs from the premise laid out by Henry James’ The Turn of the Screw—the show is officially based on “the work of Henry James,” since it incorporates elements from his other ghost stories—it shares with that novella that it’s a story about the English authored by an American, premised on the idea that letting tradition stop you from reinventing yourself is a good way to end up in an early grave.
In a cruelly poignant twist, the end of the episode takes us back to the opening moment by the campfire, when a very tipsy Owen mulls returning to Paris to continue his culinary training, and just about works up the nerve to ask Hannah to come with him.
(Without spoiling the very ending of Bly Manor, I can say that the last shot is very nearly the same as the first, but with one crucial difference.) The dead can only retrace their steps, hoping they’ve lived enough good moments to linger in.","('hannah', 0.6097315981513796)","('bly', 0.34144969496477257)","('owen', 0.17072484748238628)"
file-53,"On this week’s episode of Working, June Thomas spoke with co-host Rumaan Alam about his new novel, Leave the World Behind.
They discussed how novelists do research, what goes into the different stages of publishing a book, and what it’s like to write from different perspectives.
June Thomas: When you’re writing, do you think, What would this character’s favorite novel be?
It makes me think of certain kinds of actors who are so committed to losing themselves in a performance that they won’t take off the costume, or they’ll read the book that their character might have on their bedside table.
She’s saying what I feel about a work of art, but that doesn’t mean that I am Ruth or she is me.
Similarly, when I think of the characters in Leave the World Behind, at least one thing about each one pops into my mind.
It could be a habit they have: Clay’s a smoker; Ruth likes Swan Lake.
I don’t know if I was thinking about distilling them down to a particular tic or habit or some facts from which you could extrapolate meaning.
But something that I have only realized lately is that when writing a book, most of the work of the book is being done by the reader.
The endeavor of this book is certainly to establish a sense that these people are not fake, that you could know them, that you could have a feeling about them.
Working Transcripts","('rumaan', 0.24086660191200904)","('hall', 0.18064995143400675)","('reader', 0.18064995143400675)"
file-54,"This weekend, after initially pulling out of stimulus negotiations, President Donald Trump seemed to say he wanted back in.
But no one seems to agree on the exact terms; Treasury Secretary Steve Mnuchin and Senate Majority Leader Mitch McConnell are offering and saying completely different things.
But the important thing is that a White House deal now appears to be on the table, one far more substantial than Senate Republicans’ “skinny” relief.
And Jordan Weissmann, Slate’s senior business and economics correspondent, thinks Democrats need to take it now: “If we do not have a deal, a lot of people are going to suffer this winter.
On Wednesday’s episode of What Next, I spoke with Weissmann about the White House’s new stimulus proposal, the political warfare that’s dogged this process, and why it’s imperative for Democrats to stop worrying and love the new offer.
Mary Harris: The last time you were on, you were basically saying there’s no chance a coronavirus stimulus passes because the government is just too stuck.
Then people told him that it looked bad and he overcompensated by going the other direction, saying “throw as much money as you want.” So the White House got a bit nervous because the markets weren’t looking so good, poll numbers for the election weren’t so great, and Trump has been having a perpetual freakout ever since.
Are there any good studies looking at how long that unemployment could last, and whether doing a deal now could benefit folks not just for the next few months but longer?
The president wants a big stimulus because it’s nice to have checks going out right before an election.
Even Kudlow said the president wants to offer more than Nancy Pelosi.
I don’t understand why you wouldn’t at least throw it to the Senate and say, “Are you going to deny aid to millions and millions of unemployed Americans?” If they sign the deal, great—Pelosi got pretty close to what she wanted to get.
If they don’t sign the deal, she can continue attacking McConnell for it, just make him own that at the very least, pin it firmly on him and the Republican Party.
Trump Wants a Stimulus Deal Again.
It could be good for them to get a deal at the White House, on the condition that Trump starts putting the screws to Mitch McConnell.
It doesn’t really seem like there’s a bad option here in taking more or less what the White House has on offer.
You can negotiate specific things, like how the White House wants liability protections that will prevent workers from suing their employers if they get infected with COVID on the job.
And the basic shape of what’s on offer looks pretty good.
It seems like this is something that the House Democrats should want to do.
Do we have evidence that the president is willing to compromise on things he may not want to spend money on, like sending aid to New York and California?
The White House is offering $400 through January.","('white', 0.1799033167915169)","('house', 0.17937413166155647)","('nancy', 0.14379087923494324)"
file-55,"Watchers of The Boys got a real jolt of a reveal at the end of the show’s second-season finale.
Victoria Neuman, the truth-speaking young congresswoman played by Claudia Doumit, who had worked with the vigilante Boys in their efforts to bring down the evil Vought Enterprises, turns out to be a secret superhero.
In fact, the terrible scene we were subjected to in Episode 7—a Congressional hearing Neuman calls in order to bring Vought Industries to justice ends in a huge mess as the star witness and multiple attendees get their gourds squished by an invisible force—was all Neuman’s doing.
The comic-book series the show’s drawn from had a character named “Victor Neuman,” but he was a dim-witted Vought exec turned politician, apparently inspired by George W.
Sign up for the Slate Culture newsletter.
“Didn’t you love that little ‘Walk Like an Egyptian’ dance she did online?” he asks the crowd, a seeming reference to that time a video of AOC dancing adorably to Phoenix’s “Lisztomania” on a rooftop in college went viral.
I loved it!” Homelander, an old-school sociopath deeply uncomfortable with the workings of online celebrity, did not in fact “love it”—but the crowd, full of people hoisting signs that say “We love you, Victoria!,” clearly did.
What a bunch of corrupt fucking cunts they are!” Neuman replies, casually: “You’re not the first to call me a cunt, Mr. Butcher; I’m starting to think it’s like a badge of honor.” Rep. Ted Yoho called Ocasio-Cortez “a fucking bitch” on the Capitol steps in July of this year, so this can’t have been an explicit connection since this season of the show was already in the can, but Ocasio-Cortez certainly gets enough abuse online to make the connection resonate.
Looking back at the times Neuman appeared this season, I’m not sure why I didn’t call this turn ahead of time.
The reveal that Victoria Neuman is a head-squishing supe works within the universe of The Boys, because nobody but the Boys (and maybe the good superhero, Starlight, and Grace Mallory) are allowed to have pure hearts.
When we find out she’s a supe secretly working against the Boys, Victoria Neuman’s force of personality—the leadership qualities that draw people to attend the rallies she convenes, toting signs that say “Victoria Neuman, Political Badass”—becomes instantly suspicious.
Neuman’s nature isn’t known to the Boys yet (just to the show’s viewers), and the finale ends with Hughie (Jack Quaid), the most idealistic of all the vigilantes, joining up with Neuman’s campaign.","('neuman', 0.40849004644611336)","('show’s', 0.22693891469228522)","('neuman’s', 0.18155113175382817)"
